600   20   18.400746  7.988242e+01  1.001887e+02
600   20   18.400746  8.219146e+01  1.011778e+02
600   20   18.400746  8.290973e+01  1.014442e+02
600   20   18.400746  8.447549e+01  1.041590e+02
800   20   19.965099  1.963883e+02  2.455936e+02
800   20   19.965099  1.964635e+02  2.434681e+02
800   20   19.965099  1.987617e+02  2.467998e+02
800   20   19.965099  2.185532e+02  2.757131e+02
1000  20   20.711624  3.882769e+02  4.810378e+02
1000  20   20.711624  3.942911e+02  4.838118e+02
1000  20   20.711624  3.960454e+02  4.852811e+02
1000  20   20.711624  4.319047e+02  5.274353e+02
1200  20   17.690204  6.754167e+02  8.335003e+02
1200  20   17.690204  6.762710e+02  8.418079e+02
1200  20   17.690204  6.985190e+02  8.540097e+02
1200  20   17.690204  7.323554e+02  8.831563e+02
1400  20   20.121351  1.092092e+03  1.345239e+03
1400  20   20.121351  1.105282e+03  1.354028e+03
1400  20   20.121351  1.272856e+03  1.603867e+03
1400  20   20.121351  9.485370e+02  1.172668e+03
1600  20   19.823544  1.630011e+03  2.005884e+03
1600  20   19.823544  1.678845e+03  2.040597e+03
1600  20   19.823544  1.964957e+03  2.460279e+03
1800  20   20.530827  2.021792e+03  2.498739e+03
1800  20   20.530827  2.312856e+03  2.844478e+03
1800  20   20.530827  2.367168e+03  2.880203e+03
2000  20   20.361996  2.774237e+03  3.386337e+03
2000  20   20.361996  3.237860e+03  3.968130e+03
2000  20   20.361996  3.358186e+03  4.055302e+03
2200  20   20.291689  4.393632e+03  5.395824e+03
2200  20   20.291689  4.398357e+03  5.359477e+03
2200  20   20.291689  4.486224e+03  5.441553e+03
2400  20   21.504212  5.645741e+03  9.676217e+03
2400  20   21.504212  5.708928e+03  6.939537e+03
2400  20   21.504212  6.216938e+03  7.514125e+03
2600  20   20.477344  7.285632e+03  8.836499e+03
2600  20   20.477344  7.421577e+03  8.846618e+03
2600  20   20.477344  7.663733e+03  9.444860e+03
2800  20   21.587449  8.957299e+03  1.108550e+04
2800  20   21.587449  8.979054e+03  1.101710e+04
2800  20   21.587449  9.377252e+03  1.182205e+04
3000  20   20.902980  1.124801e+04  1.377208e+04
3000  20   20.902980  1.142579e+04  1.386405e+04
3000  20   20.902980  9.521045e+03  1.157881e+04
3200  20   20.221426  1.348869e+04  2.450922e+04
3200  20   20.221426  1.366401e+04  1.660184e+04
3200  20   20.221426  1.501175e+04  1.845817e+04
3400  20   21.346358  1.398588e+04  1.680404e+04
3400  20   21.346358  1.679801e+04  2.034783e+04
3600  20   21.630053  1.647103e+04  1.996123e+04
3600  20   21.630053  1.931398e+04  2.375577e+04
3800  20   21.457764  2.283705e+04  2.783753e+04
3800  20   21.457764  2.384835e+04  3.112347e+04
4000  20   21.585292  2.284381e+04  2.769341e+04
4000  20   21.585292  2.877797e+04  3.544315e+04
4200  20   21.890951  2.796737e+04  3.394407e+04
4200  20   21.890951  3.430068e+04  4.108387e+04
4400  20   22.136479  3.285699e+04  3.942616e+04
4400  20   22.136479  4.150981e+04  5.097670e+04
4600  20   21.882820  3.805887e+04  4.706381e+04
4600  20   21.882820  4.683581e+04  5.535950e+04
4800  20   21.669725  5.291929e+04  6.327248e+04
4800  20   21.669725  5.598371e+04  6.593177e+04
5000  20   21.848469  5.994235e+04  7.098884e+04
5000  20   21.848469  6.523158e+04  7.687682e+04
