600 90 19.054190 8.393953e+01 1.007495e+02
800 90 19.177687 2.054133e+02 2.444413e+02
1000 90 17.671972 4.053387e+02 4.818625e+02
1200 90 22.519281 7.120983e+02 8.413919e+02
1400 90 20.631722 1.129806e+03 1.339681e+03
1600 90 21.995217 1.685992e+03 2.053253e+03
1800 90 20.025941 2.382688e+03 2.848411e+03
2000 90 20.077183 3.516739e+03 4.266464e+03
2200 90 20.454175 4.544612e+03 5.318158e+03
2400 90 22.726997 5.936508e+03 6.955443e+03
2600 90 20.661663 7.688582e+03 9.334868e+03
2800 90 24.757155 9.266545e+03 1.101927e+04
3000 90 23.245804 1.164217e+04 1.366354e+04
3200 90 23.123029 1.532306e+04 1.834213e+04
3400 90 22.085038 1.669762e+04 1.974006e+04
3600 90 22.574691 2.016276e+04 2.367719e+04
3800 90 23.200691 2.356364e+04 2.782152e+04
4000 90 24.419797 2.719603e+04 3.222491e+04
4200 90 22.258911 3.524018e+04 4.101447e+04
4400 90 23.197434 4.123180e+04 4.790732e+04
4600 90 26.558079 4.979049e+04 5.940622e+04
4800 90 23.804263 5.577086e+04 6.415314e+04
5000 90 22.572340 6.235846e+04 7.146860e+04
