10 50 2.11861e-07
20 50 1.57555e-06
30 50 4.03504e-06
40 50 7.01547e-06
50 50 1.23152e-05
60 50 2.12959e-05
70 50 3.3842e-05
80 50 5.13933e-05
90 50 7.25469e-05
100 50 0.000102709
110 50 0.000132065
120 50 0.000172875
130 50 0.000220153
140 50 0.000272344
150 50 0.000337564
160 50 0.00040694
170 50 0.000493065
180 50 0.000578683
190 50 0.000691963
200 50 0.000802186
210 50 0.000929443
220 50 0.00108513
230 50 0.00121762
240 50 0.0014013
250 50 0.00157348
260 50 0.001784
270 50 0.00201744
280 50 0.00223763
290 50 0.00249174
300 50 0.00271754
500 50 0.0130913
600 100 0.0508495
600 100 0.0517407
600 100 0.051921
600 100 0.053473
600 10 0.0501244
600 10 0.0510199
600 10 0.051222
600 10 0.0526131
600 20 0.0500198
600 20 0.0509359
600 20 0.0512094
600 20 0.0523985
600 30 0.0500789
600 30 0.0509415
600 30 0.0511764
600 30 0.0523843
600 40 0.0500771
600 40 0.0509676
600 40 0.0511804
600 40 0.0525726
600 50 0.0503429
600 50 0.0511926
600 50 0.0512985
600 50 0.0526591
600 50 0.0230443
600 60 0.0507666
600 60 0.05167
600 60 0.0517737
600 60 0.0531503
600 70 0.0508343
600 70 0.051746
600 70 0.0517996
600 70 0.0534986
600 80 0.050842
600 80 0.0517383
600 80 0.0517946
600 80 0.0534657
600 90 0.0508773
600 90 0.0517362
600 90 0.051841
600 90 0.0534907
700 50 0.0372693
800 100 0.124688
800 100 0.124157
800 100 0.126014
800 100 0.139528
800 10 0.122208
800 10 0.122866
800 10 0.124066
800 10 0.138133
800 20 0.122773
800 20 0.122203
800 20 0.123767
800 20 0.137296
800 30 0.122081
800 30 0.122708
800 30 0.123818
800 30 0.137939
800 40 0.122128
800 40 0.122811
800 40 0.12383
800 40 0.137805
800 50 0.055809
800 50 0.122795
800 50 0.123487
800 50 0.124447
800 50 0.138129
800 60 0.12396
800 60 0.124628
800 60 0.125706
800 60 0.140809
800 70 0.124079
800 70 0.124883
800 70 0.125751
800 70 0.139495
800 80 0.124481
800 80 0.124068
800 80 0.125916
800 80 0.139558
800 90 0.124428
800 90 0.124168
800 90 0.125943
800 90 0.139544
1000 100 0.244609
1000 100 0.24778
1000 100 0.24933
1000 100 0.270224
1000 10 0.241208
1000 10 0.244
1000 10 0.245347
1000 10 0.264656
1000 20 0.241476
1000 20 0.243917
1000 20 0.244813
1000 20 0.266483
1000 30 0.241075
1000 30 0.243861
1000 30 0.245457
1000 30 0.266375
1000 40 0.240993
1000 40 0.244017
1000 40 0.245494
1000 40 0.26489
1000 50 0.242414
1000 50 0.245137
1000 50 0.246541
1000 50 0.265217
1000 60 0.244601
1000 60 0.247315
1000 60 0.248703
1000 60 0.267211
1000 70 0.245006
1000 70 0.247821
1000 70 0.249393
1000 70 0.270035
1000 80 0.244919
1000 80 0.247625
1000 80 0.249418
1000 80 0.270359
1000 90 0.244444
1000 90 0.247624
1000 90 0.249367
1000 90 0.269552
1200 100 0.428114
1200 100 0.426052
1200 100 0.436393
1200 100 0.455316
1200 10 0.41899
1200 10 0.421411
1200 10 0.429837
1200 10 0.449072
1200 20 0.419144
1200 20 0.421689
1200 20 0.431258
1200 20 0.448753
1200 30 0.418998
1200 30 0.421536
1200 30 0.431427
1200 30 0.448969
1200 40 0.419013
1200 40 0.421558
1200 40 0.431102
1200 40 0.449289
1200 50 0.421314
1200 50 0.423925
1200 50 0.431783
1200 50 0.451334
1200 60 0.425105
1200 60 0.42751
1200 60 0.435531
1200 60 0.454081
1200 70 0.425217
1200 70 0.427924
1200 70 0.436454
1200 70 0.455235
1200 80 0.425173
1200 80 0.428434
1200 80 0.436398
1200 80 0.4547
1200 90 0.428026
1200 90 0.425727
1200 90 0.436372
1200 90 0.455321
1400 100 0.686871
1400 100 0.692627
1400 100 0.815719
1400 100 0.599563
1400 10 0.676311
1400 10 0.683008
1400 10 0.803348
1400 10 0.589087
1400 20 0.677036
1400 20 0.683142
1400 20 0.79909
1400 20 0.589224
1400 30 0.676382
1400 30 0.68297
1400 30 0.801482
1400 30 0.589315
1400 40 0.676842
1400 40 0.68302
1400 40 0.885746
1400 40 0.589331
1400 50 0.679872
1400 50 0.686008
1400 50 0.808396
1400 50 0.592556
1400 60 0.684663
1400 60 0.692239
1400 60 0.814104
1400 60 0.596945
1400 70 0.686213
1400 70 0.692416
1400 70 0.814764
1400 70 0.599477
1400 80 0.686936
1400 80 0.692666
1400 80 0.815196
1400 80 0.599322
1400 90 0.686404
1400 90 0.692467
1400 90 0.816447
1400 90 0.599479
1600 100 1.02463
1600 100 1.04842
1600 100 1.2209
1600 10 1.00998
1600 10 1.03352
1600 10 1.22632
1600 20 1.00997
1600 20 1.03318
1600 20 1.22923
1600 30 1.00998
1600 30 1.03315
1600 30 1.23005
1600 40 1.01003
1600 40 1.03305
1600 40 1.22979
1600 50 1.01597
1600 50 1.039
1600 50 1.24067
1600 60 1.02429
1600 60 1.04729
1600 60 1.2497
1600 70 1.02467
1600 70 1.04855
1600 70 1.24931
1600 80 1.02459
1600 80 1.04842
1600 80 1.24894
1600 90 1.02474
1600 90 1.04845
1600 90 1.25181
1800 100 1.27791
1800 100 1.45299
1800 100 1.47827
1800 10 1.25561
1800 10 1.43218
1800 10 1.45773
1800 20 1.2557
1800 20 1.43259
1800 20 1.4576
1800 30 1.25619
1800 30 1.43282
1800 30 1.45719
1800 40 1.25594
1800 40 1.43243
1800 40 1.45737
1800 50 1.2645
1800 50 1.44308
1800 50 1.46729
1800 60 1.27209
1800 60 1.45225
1800 60 1.47589
1800 70 1.27809
1800 70 1.45283
1800 70 1.47846
1800 80 1.27748
1800 80 1.45248
1800 80 1.47843
1800 90 1.2775
1800 90 1.45291
1800 90 1.47848
2000 100 1.73894
2000 100 2.03056
2000 100 2.07858
2000 10 1.71125
2000 10 2.00133
