2.0	-0.107906
3.0	0.1821
4.0	0.338211
5.0	0.462181
6.0	0.549356
7.0	0.6136
8.0	0.662296
9.0	0.702623
10.0	0.730888
11.0	0.754838
12.0	0.775369
13.0	0.792361
14.0	0.8078
15.0	0.821004
16.0	0.832465
17.0	0.841516
18.0	0.850186
19.0	0.857875
20.0	0.865379
21.0	0.871585
22.0	0.878311
23.0	0.883495
24.0	0.887608
25.0	0.892253
26.0	0.896493
27.0	0.900361
28.0	0.904288
29.0	0.907641
30.0	0.910187
31.0	0.913332
32.0	0.916242
33.0	0.91872
34.0	0.921406
35.0	0.923071
36.0	0.925531
37.0	0.927621
38.0	0.929372
39.0	0.930938
40.0	0.93275
41.0	0.934557
42.0	0.936025
43.0	0.937677
44.0	0.939149
45.0	0.940252
46.0	0.941689
47.0	0.943063
48.0	0.944024
49.0	0.945509
50.0	0.946172
51.0	0.947476
52.0	0.94824
53.0	0.949279
54.0	0.950125
55.0	0.951531
56.0	0.951904
57.0	0.9527
58.0	0.953533
59.0	0.95438
60.0	0.955203
61.0	0.955925
62.0	0.956494
63.0	0.95742
64.0	0.95822
65.0	0.958571
66.0	0.959422
67.0	0.959912
68.0	0.960606
69.0	0.961013
70.0	0.961795
71.0	0.96212
72.0	0.962576
73.0	0.963179
74.0	0.963718
75.0	0.964281
76.0	0.964589
77.0	0.965329
78.0	0.965551
79.0	0.966103
80.0	0.966435
81.0	0.966842
82.0	0.967258
83.0	0.9677
84.0	0.968149
85.0	0.968374
86.0	0.968639
87.0	0.969062
88.0	0.969618
89.0	0.969608
90.0	0.97013
91.0	0.970424
92.0	0.970773
93.0	0.971054
94.0	0.971396
95.0	0.971809
96.0	0.972003
97.0	0.972458
98.0	0.972463
99.0	0.972844
100.0	0.973233
