2.0	2.21581
3.0	2.4537
4.0	2.64715
5.0	2.68909
6.0	2.70387
7.0	2.7048
8.0	2.70163
9.0	2.67639
10.0	2.69112
11.0	2.69678
12.0	2.69557
13.0	2.69931
14.0	2.69081
15.0	2.68495
16.0	2.68056
17.0	2.69422
18.0	2.69665
19.0	2.70038
20.0	2.69242
21.0	2.69671
22.0	2.67717
23.0	2.67961
24.0	2.6974
25.0	2.69369
26.0	2.69117
27.0	2.69025
28.0	2.67992
29.0	2.67842
30.0	2.69438
31.0	2.68672
32.0	2.68025
33.0	2.68225
34.0	2.67218
35.0	2.69253
36.0	2.6809
37.0	2.67803
38.0	2.68387
39.0	2.69341
40.0	2.68999
41.0	2.68316
42.0	2.68697
43.0	2.67989
44.0	2.67746
45.0	2.68865
46.0	2.68229
47.0	2.67605
48.0	2.68685
49.0	2.67004
50.0	2.69139
51.0	2.67872
52.0	2.69154
53.0	2.68822
54.0	2.69325
55.0	2.66582
56.0	2.69338
57.0	2.69609
58.0	2.69506
59.0	2.69155
60.0	2.68782
61.0	2.68858
62.0	2.69735
63.0	2.68253
64.0	2.67394
65.0	2.69289
66.0	2.67813
67.0	2.68587
68.0	2.67881
69.0	2.69007
70.0	2.67432
71.0	2.68947
72.0	2.69452
73.0	2.68791
74.0	2.68484
75.0	2.67893
76.0	2.6912
77.0	2.66966
78.0	2.68704
79.0	2.67789
80.0	2.68518
81.0	2.68578
82.0	2.68486
83.0	2.68089
84.0	2.67551
85.0	2.68823
86.0	2.69705
87.0	2.69161
88.0	2.67359
89.0	2.70489
90.0	2.68832
91.0	2.69139
92.0	2.68884
93.0	2.69195
94.0	2.68878
95.0	2.67813
96.0	2.6877
97.0	2.67158
98.0	2.69861
99.0	2.68846
100.0	2.67673
