10	0	500	0.75035920694506266532	-0.75035920694506266532	7.5526681695284598158	0.03866804647519623981
20	0	500	0.0079311420603283253107	-0.0079311420603283253107	0.088255076884287343656	0.0004504265685070989716
30	0	500	3.2120928488396706244e-06	-3.2120928488396706244e-06	8.8807455837056979474e-05	4.5324694693217230668e-07
40	0	500	4.0699529574182139089e-11	4.0699529574182139089e-11	7.6344471916116918682e-08	3.8963956963426145892e-10
50	0	500	4.4151916836514452446e-12	-4.4151916836514452446e-12	7.699786091803931559e-11	3.9297427354855298567e-13
60	0	500	1.3094119128720698029e-15	1.3094119128720698029e-15	8.0850326381721963668e-14	4.1263611608432262646e-16
70	0	500	5.6496633475417237816e-18	-5.6496633475417237816e-18	2.0345889001380232798e-16	1.0383939053225958101e-18
80	0	500	4.9517379885087472179e-21	4.9517379885087472179e-21	1.5418053487664388457e-19	7.8689177811018232098e-22
90	0	500	4.2094389065098606573e-24	-4.2094389065098606573e-24	1.7944253566851238653e-22	9.1582154695317222746e-25
100	0	500	1.7083661193196080342e-27	1.7083661193196080342e-27	9.0299475132399296001e-26	4.6086177224770942173e-28
10	0	755	0.58467918128085964729	-0.58467918128085964729	12.118612629743616548	0.041318988268383946595
20	0	755	0.0025585192860098499527	-0.0025585192860098499527	1.3273706325232247062	0.0044669503896439615322
30	0	755	6.896146751005967558e-07	6.896146751005967558e-07	0.0012401882411319360552	4.1734388789705859294e-06
40	0	755	1.4474622264167215263e-09	1.4474622264167215263e-09	5.4825350622077842208e-07	1.8449638684003569234e-09
50	0	755	3.5329563689124447851e-13	3.5329563689124447851e-13	7.5101279425377557587e-10	2.5272824603639861814e-12
60	0	755	8.9721277797310077403e-16	-8.9721277797310077403e-16	2.1132627871705721591e-12	7.1114793476493315073e-15
70	0	755	9.7958123590174193111e-20	-9.7958123590174193111e-20	3.955477386269700964e-16	1.3310836642428643556e-18
80	0	755	9.2934672543308832347e-22	-9.2934672543308832347e-22	1.8672681712875558673e-18	6.2836667153986890356e-21
90	0	755	4.676804378306936848e-25	4.676804378306936848e-25	1.1395219339211789816e-21	3.8346800731412306321e-24
100	0	755	1.2758804778962137015e-27	-1.2758804778962137015e-27	9.791751711074765745e-25	3.2950866543128930906e-27
10	0	1137	0.011328059464945095864	-0.011328059464945095864	21.262838170324496089	0.04850452099850586379
20	0	1137	0.0038633445020922354493	0.0038633445020922354493	0.63043411174581058471	0.001400349185054836235
30	0	1137	3.6527926580274320013e-06	-3.6527926580274320013e-06	0.00021871122304633536023	4.8580873008409163494e-07
40	0	1137	1.1064964895870746796e-08	1.1064964895870746796e-08	3.1619537876580927636e-07	7.0234382582762786487e-10
50	0	1137	3.5317605355856387256e-12	-3.5317605355856387256e-12	3.5551182628870216823e-10	7.8967484337111911544e-13
60	0	1137	7.5834268581658584919e-18	7.5834268581658584919e-18	4.0096535117571181063e-13	8.9063774387578523054e-16
