100 100 10.825734 3.165870e-01 3.895230e-01
100 100 10.825734 3.168180e-01 3.898201e-01
100 100 10.825734 3.168340e-01 3.906579e-01
100 100 10.825734 3.168750e-01 3.902822e-01
100 100 10.825734 3.172450e-01 3.900411e-01
100 100 10.825734 3.172591e-01 3.904111e-01
100 100 10.825734 3.177760e-01 3.911328e-01
100 100 10.825734 3.228431e-01 3.946109e-01
100 100 10.825734 3.444901e-01 4.302630e-01
100 100 10.825734 3.446660e-01 4.387400e-01
100 100 10.825734 3.447371e-01 4.298618e-01
100 100 10.825734 3.448730e-01 4.316831e-01
100 100 10.825734 3.451290e-01 4.302239e-01
100 100 10.825734 3.452551e-01 4.305110e-01
100 100 10.825734 3.454611e-01 4.340370e-01
100 100 10.825734 3.459289e-01 4.312451e-01
100 100 10.825734 3.462341e-01 4.334240e-01
100 100 10.825734 3.462589e-01 4.327559e-01
100 100 10.825734 3.462639e-01 4.295750e-01
100 100 10.825734 3.463399e-01 4.318750e-01
100 100 10.825734 3.464561e-01 4.377258e-01
100 100 10.825734 3.465669e-01 4.352961e-01
100 100 10.825734 3.467660e-01 4.363139e-01
100 100 10.825734 3.468590e-01 4.339221e-01
100 100 10.825734 3.472610e-01 4.383640e-01
100 100 10.825734 3.476341e-01 4.340470e-01
100 100 10.825734 3.477328e-01 4.320822e-01
100 100 10.825734 3.478730e-01 4.360361e-01
100 100 10.825734 3.480020e-01 4.341810e-01
100 100 10.825734 3.486021e-01 4.330261e-01
100 100 10.825734 3.486140e-01 4.340050e-01
100 100 10.825734 3.488362e-01 4.336600e-01
100 100 10.825734 3.497641e-01 4.376099e-01
100 100 10.825734 3.499861e-01 4.352880e-01
100 100 10.825734 3.500021e-01 4.322381e-01
100 100 10.825734 3.501151e-01 4.353669e-01
100 100 10.825734 3.503230e-01 4.341331e-01
100 100 10.825734 3.503861e-01 4.355850e-01
100 100 10.825734 3.504860e-01 4.358261e-01
100 100 10.825734 3.521469e-01 4.352629e-01
100 100 10.825734 3.521509e-01 4.330552e-01
100 100 10.825734 3.527951e-01 4.474850e-01
100 100 10.825734 3.529198e-01 4.367149e-01
100 100 10.825734 3.530948e-01 4.403429e-01
100 100 10.825734 3.547962e-01 4.348149e-01
100 100 10.825734 3.552010e-01 4.368970e-01
100 100 10.825734 3.553779e-01 4.345081e-01
100 100 10.825734 3.555160e-01 4.374399e-01
100 100 10.825734 3.555720e-01 4.354990e-01
100 100 10.825734 3.558390e-01 4.365158e-01
100 100 10.825734 3.560519e-01 4.367430e-01
100 100 10.825734 3.565688e-01 4.380171e-01
100 100 10.825734 3.566289e-01 4.385931e-01
100 100 10.825734 3.568048e-01 4.359260e-01
100 100 10.825734 3.568170e-01 4.369569e-01
100 100 10.825734 3.569169e-01 4.386971e-01
100 100 10.825734 3.569939e-01 4.404318e-01
100 100 10.825734 3.570759e-01 4.385371e-01
100 100 10.825734 3.572710e-01 4.370618e-01
100 100 10.825734 3.572960e-01 4.412708e-01
100 100 10.825734 3.573601e-01 4.383981e-01
100 100 10.825734 3.576500e-01 4.373550e-01
100 100 10.825734 3.577199e-01 4.369380e-01
100 100 10.825734 3.577390e-01 4.374862e-01
100 100 10.825734 3.580220e-01 4.403181e-01
100 100 10.825734 3.600259e-01 4.372039e-01
