100.0 100.0 10.825734 0.347873 0.4360361
100.0 10.0 9.982797 0.3360572 0.4363139
100.0 70.0 11.039301 0.3567669 0.435926
100.0 40.0 13.956549 0.3492239 0.4442329
100.0 40.0 13.956549 0.3349071 0.433424
100.0 20.0 11.20026 0.3361621 0.438364
100.0 80.0 11.667778 0.3802121 0.4720631
100.0 30.0 12.150978 0.3384378 0.4322381
100.0 20.0 11.20026 0.3352358 0.429575
100.0 10.0 9.982797 0.3470681 0.4374862
100.0 80.0 11.667778 0.346138 0.431875
100.0 10.0 9.982797 0.3774569 0.4708309
100.0 10.0 9.982797 0.3463449 0.4380171
100.0 100.0 10.825734 0.3713911 0.458827
100.0 100.0 10.825734 0.3898261 0.471885
100.0 90.0 11.870842 0.3445752 0.4298618
100.0 100.0 10.825734 0.317776 0.3911328
100.0 50.0 12.396998 0.3429852 0.4330552
100.0 70.0 11.039301 0.34586 0.433424
100.0 30.0 12.150978 0.3433781 0.4403429
100.0 90.0 11.870842 0.34588 0.4377258
100.0 100.0 10.825734 0.381191 0.460274
100.0 90.0 11.870842 0.3573539 0.4369569
100.0 30.0 12.150978 0.3341811 0.4302239
100.0 90.0 11.870842 0.357352 0.4412708
100.0 10.0 9.982797 0.339849 0.4341331
100.0 100.0 10.825734 0.3527951 0.447485
100.0 60.0 10.549896 0.3624239 0.441258
100.0 30.0 12.150978 0.3811941 0.4762681
100.0 30.0 12.150978 0.335228 0.429575
100.0 100.0 10.825734 0.3444901 0.430263
100.0 20.0 11.20026 0.3775661 0.4741621
100.0 100.0 10.825734 0.316587 0.389523
100.0 30.0 12.150978 0.3446429 0.441258
100.0 20.0 11.20026 0.3422809 0.4348149
100.0 30.0 12.150978 0.3379838 0.434005
100.0 20.0 11.20026 0.3413382 0.4377258
100.0 100.0 10.825734 0.3966131 0.4809461
100.0 40.0 13.956549 0.3511581 0.444324
100.0 30.0 12.150978 0.3387539 0.435288
100.0 30.0 12.150978 0.3449101 0.436743
100.0 50.0 12.396998 0.3462629 0.4403181
100.0 80.0 11.667778 0.355531 0.436897
100.0 40.0 13.956549 0.3373148 0.4352961
100.0 70.0 11.039301 0.3466461 0.431875
100.0 70.0 11.039301 0.3862839 0.466994
100.0 70.0 11.039301 0.3467798 0.4363139
100.0 30.0 12.150978 0.351433 0.4426129
100.0 60.0 10.549896 0.3757229 0.43273
100.0 10.0 9.982797 0.3738439 0.47087
100.0 50.0 12.396998 0.3444231 0.4374399
100.0 60.0 10.549896 0.3516929 0.4352629
100.0 10.0 9.982797 0.3756371 0.471338
100.0 90.0 11.870842 0.3477681 0.434181
100.0 90.0 11.870842 0.355149 0.436897
100.0 50.0 12.396998 0.304467 0.3898201
100.0 90.0 11.870842 0.316766 0.3898201
100.0 30.0 12.150978 0.3748131 0.471338
100.0 40.0 13.956549 0.337954 0.4330261
100.0 90.0 11.870842 0.3172839 0.389523
100.0 20.0 11.20026 0.3462741 0.4374862
100.0 80.0 11.667778 0.3449972 0.4327559
100.0 10.0 9.982797 0.3450749 0.447485
100.0 60.0 10.549896 0.3492899 0.4322381
100.0 80.0 11.667778 0.345798 0.433424
100.0 40.0 13.956549 0.345515 0.4385931
100.0 70.0 11.039301 0.3447838 0.4352961
100.0 90.0 11.870842 0.3627119 0.441258
100.0 20.0 11.20026 0.3361862 0.434037
100.0 80.0 11.667778 0.3558521 0.4365158
100.0 30.0 12.150978 0.3457971 0.4412708
100.0 70.0 11.039301 0.357543 0.4370618
100.0 10.0 9.982797 0.3457711 0.4369569
100.0 20.0 11.20026 0.3372531 0.4320822
100.0 100.0 10.825734 0.3862588 0.467905
100.0 80.0 11.667778 0.345773 0.434037
100.0 30.0 12.150978 0.345654 0.4380171
100.0 90.0 11.870842 0.3561099 0.436743
100.0 60.0 10.549896 0.3455141 0.429575
100.0 60.0 10.549896 0.3601139 0.464241
100.0 20.0 11.20026 0.3372128 0.434005
100.0 80.0 11.667778 0.3765948 0.43273
100.0 20.0 11.20026 0.3471448 0.4404318
100.0 90.0 11.870842 0.3447101 0.4316831
100.0 60.0 10.549896 0.3792541 0.4720631
