3.029265377131612480e-02,3.845448748150814312e-03,1.963177011613056902e-04,8.621408779920003066e-06,3.372924243047218397e-08,1.841583035180704449e-08,1.598566116682848451e-09,1.843250116350099874e-11,1.075053912797324159e-13,5.686169997729548524e-15,6.911695411744558757e-17,8.861658142495267244e-18,6.909337680753175518e-20,2.460443371736651802e-20,1.515666305073007638e-22,1.237484205777451885e-23,4.263967154744852258e-25,3.269789572020604923e-26,7.006371348112600287e-28,7.380868869697054021e-29
1.372032732578251368e-01,3.977959985184334815e-03,2.118118699183736120e-05,3.691561056031441991e-06,3.680889449579484608e-07,2.464878552860382684e-08,2.398639756318240876e-10,6.352989805426232944e-11,2.121217146575223457e-13,1.751357687643546994e-15,2.732198330183364513e-16,2.718791806971490193e-18,2.560426860646940494e-20,4.391764188104652866e-21,1.887541183064181713e-22,6.195601814392075300e-25,1.193278202705531459e-25,2.675786424741792873e-27,2.105699436003227821e-27,1.685914146624193840e-30
6.356668553163644653e-01,6.247075935334565067e-01,6.000780044137819314e-04,2.229224587266599930e-06,7.900958637399480665e-07,1.543327362383127312e-08,3.822257252798418336e-10,3.500756318337796892e-12,4.536052786164674862e-13,2.391146652891541668e-15,4.677511157098585113e-16,1.077089753200370201e-18,4.610230763406084940e-19,5.262081052801692352e-20,1.188621488891053356e-21,1.031858930630647334e-24,1.795818755707436365e-26,1.819378768823240627e-27,4.824633715021844433e-28,1.343020408120568166e-30
1.556726648595826643e-02,2.108894937167712577e-02,3.262237270044676912e-04,1.955803986284943826e-06,8.173800105330733438e-08,3.010495708680883510e-09,1.444513079909065337e-11,1.750743591054609078e-12,6.463218395899168189e-13,7.682477151318842580e-16,1.408072196445120821e-15,2.342304040532662604e-17,2.748116469434587052e-18,3.937398189352578045e-21,2.289694329412919923e-22,2.461116970603593792e-24,9.359090661497708123e-26,1.349044229537924561e-28,2.679925042342946340e-29,1.052503449155375681e-30
1.720085989561266071e-01,2.942973937992325248e-02,3.189785551763431922e-04,1.048627044593134382e-07,2.064515696819660778e-07,1.424889470035901856e-09,7.721936708095644671e-10,3.735842301075683842e-13,4.259014581270015674e-13,8.438772076904389979e-15,2.895107797255155545e-16,1.889958233950509407e-17,2.754815342296999719e-19,1.822917233101291873e-21,8.191295932376127038e-23,7.506774563747436644e-24,7.444451810556840575e-25,2.081590365634880861e-26,1.491465755307276470e-28,3.493252520837119957e-31
2.631234150212791167e-01,4.951337483227563965e-03,9.885329996726732824e-04,3.000452306764080199e-05,5.821346255673611248e-07,6.611135457818850066e-09,3.268956525425463428e-10,1.276828732761876737e-11,4.936278290980934210e-13,1.999474334459537643e-14,1.046539562841213621e-15,1.909052525426458728e-17,1.300253058040277113e-19,3.767528348836389951e-20,1.797841025034137234e-21,6.453986097778521852e-23,1.265961665980408043e-24,8.943235661174921075e-27,2.266228808032590954e-28,1.750387551813188858e-29
2.266727098387239514e-01,1.575859895612660710e-02,2.168583023703103793e-04,1.370264919630794311e-05,8.930781568794506270e-07,6.077428921122498483e-09,4.997668005860125226e-10,7.441484090490543722e-12,1.523345259920177550e-14,8.678765284817479354e-15,5.270877980814796816e-16,1.459108173991951335e-17,9.024776875641596836e-19,7.788745454208506994e-21,4.169909477072102095e-22,4.708284053546734826e-24,1.627115520915000289e-26,1.430865443670306218e-26,1.174676553223134923e-29,1.859985160174643392e-30
1.023780972950071311e+00,1.772232182187448435e-02,2.112357373478600622e-04,3.863169344863348636e-05,2.848370610637743094e-07,5.747064351498785039e-09,3.929138269178757729e-11,2.564761326185950714e-10,2.425747811382495338e-12,2.063192756931207662e-14,1.199307045682409743e-16,2.498383165917660337e-17,7.597277589345400019e-20,8.648978032440171303e-21,2.521530362404741780e-22,3.060789004621043681e-23,1.126350188545140591e-24,6.094142476870502378e-29,2.238609004770211906e-28,1.651457594528752402e-30
1.780008478328152371e-02,2.256984123964025576e-02,1.091230697803457018e-05,4.830879012889452655e-06,4.847207923834889024e-07,6.543848110637069317e-08,8.404289979184298227e-10,3.343610700775950069e-12,1.555511541520901463e-13,2.830835615514638877e-14,2.156153646660117371e-16,2.043936804761655892e-17,9.381014962423837644e-20,5.814929786153489275e-21,4.342155174834772782e-21,4.012757306838037712e-24,9.788321627499132942e-25,1.754860342889805027e-26,6.954930550551998325e-28,5.857721756203338422e-30
1.658442773116088620e-01,2.001577325782512989e-02,1.415566374108858305e-03,6.491308760977253693e-06,3.911944052895905799e-06,3.170714196082067092e-09,5.351600489788607292e-09,9.984757432781414932e-13,3.039447469865124478e-13,1.783756675748919680e-14,4.149110853168575301e-17,7.193575243249250525e-18,3.671608792807225204e-20,5.513513101725059628e-21,4.706216849416260042e-23,1.494764489209392393e-24,4.985650881040504854e-26,2.040405461067832862e-27,1.334364399936163307e-28,2.942258671112372637e-30
7.015941629096544840e-01,1.015686673919555250e-02,1.615790215849939029e-03,2.218084171847550250e-05,1.069394075099133859e-06,3.341298024954725739e-09,2.759025167015032656e-10,2.301734280533666008e-12,1.142248759331659094e-13,9.026986156861155867e-15,8.676770167160200483e-16,1.124589751088572034e-16,5.282400871725812026e-20,3.083091796001250118e-20,1.257499267082268957e-22,1.011694008832940594e-23,3.684899082679021470e-25,6.580636408740243660e-27,7.600691270565706471e-29,1.973990459021558488e-30
8.626132599755731434e-02,1.277848107915735727e-02,6.271840323551018106e-04,1.734579925893364171e-05,9.125798814351572966e-06,7.763037393435048088e-09,1.625933141898414640e-11,5.271458851624811712e-12,2.383943373989437290e-12,7.057181322259188558e-15,9.652987375871328005e-16,1.072890134255994019e-17,1.543386449601798371e-19,2.692258307425891764e-20,6.556244327045290685e-22,1.166960654779378129e-23,5.046748072682113792e-25,2.223359356164894830e-27,3.462907577469776492e-28,2.435231871980635017e-29
1.372273574253831674e-01,1.165702953357159594e-02,2.238144496168403906e-04,3.135766407171955477e-05,2.706206388205947813e-07,7.839820107820193587e-09,4.306567619514372286e-09,5.323303653940185014e-12,4.526337260934109853e-13,5.827644943839531833e-16,3.843770123534577387e-16,4.879105694844189410e-18,4.275599919476025177e-19,1.258752290482615698e-21,1.243974702862530374e-22,4.918400176899581386e-24,2.445505487790669290e-24,7.548283154521381527e-26,5.163090359069751871e-28,8.769815759921196922e-31
1.032925323207544710e-01,2.435380700311459007e-02,2.407430456153661144e-05,2.223352401597211283e-05,1.142335790192788244e-08,1.608571433603598690e-08,1.926756542871068805e-10,1.435055226921690466e-11,2.629343845170731452e-13,1.730435323996888876e-14,5.310789401713281020e-16,6.563854134645625352e-18,2.671131449320235515e-19,2.019156815112580416e-20,9.196113786158960879e-22,2.674120247755783084e-24,4.105678510479588825e-26,1.303998094136473853e-26,4.460421068695279272e-28,1.192300483169890103e-29
1.786631145761612971e-01,3.686402225435367937e-03,2.694745267874938503e-04,7.479198366169335127e-06,3.926944022673810225e-07,3.810343723801828060e-08,3.832479397709133840e-10,1.564275328202302516e-12,4.287366345931789584e-13,1.123725772663709337e-15,5.616533546626390513e-16,2.108482032719132323e-17,3.274177480104519560e-19,5.342387042958833869e-21,1.384053460433103527e-22,1.715535974090600792e-23,2.863351901002501343e-27,8.618303793438208879e-27,1.174562426381883860e-28,1.764868758708927000e-30
3.076069139419138065e-01,1.492067931527426596e-02,6.079728466267623208e-04,7.513674772557115718e-06,2.135175242401641620e-07,1.891764083173931372e-09,4.059900535605658869e-10,8.910240703384753604e-13,1.046963621949473679e-13,5.322641277941731552e-15,1.878717733882185971e-15,1.153088854709115704e-19,1.345539279313489257e-19,1.330037411982833181e-20,1.701163002962629565e-22,1.292285862896324440e-23,2.602118961055856806e-24,9.321062084299674763e-26,5.917946145190285081e-28,1.309257159649008016e-30
2.831819438130081523e-01,2.857288783450221293e-03,6.267976988840604424e-04,8.564275291353438838e-07,5.650595722240226267e-07,4.632814332668639965e-10,3.180145187456232985e-10,2.144558437505312261e-12,6.928531657295843576e-13,3.236285847052212213e-16,1.386752845338906165e-16,1.374225934890741257e-17,2.489421570966213343e-19,1.500785705668205911e-21,9.408198800795274394e-23,7.180845110387356181e-23,6.190015020492087858e-25,5.121079583311929676e-27,6.126158227034736495e-29,1.708537157797070385e-29
