100 1.0687104441e-30
99 2.2141451879e-30
98 2.2141451879e-30
97 6.7958841630e-30
96 6.7958841630e-30
95 6.7958841630e-30
94 6.7958841630e-30
93 8.0103707764e-29
92 8.0103707764e-29
91 3.7333500217e-28
90 9.5979759097e-28
89 9.5979759097e-28
88 9.5979759097e-28
87 9.5979759097e-28
86 1.0343199012e-26
85 2.9110001854e-26
84 6.6643607537e-26
83 1.4171081890e-25
82 2.9184524164e-25
81 5.9211408711e-25
80 5.9211408711e-25
79 5.9211408711e-25
78 5.9211408711e-25
77 5.9211408711e-25
76 5.9211408711e-25
75 5.9211408711e-25
74 3.9026526307e-23
73 3.9026526307e-23
72 1.9276417519e-22
71 5.0023947295e-22
70 1.1151900685e-21
69 2.3450912595e-21
68 4.8048936416e-21
67 9.7244984058e-21
66 1.9563707934e-20
65 1.9563707934e-20
64 5.8920546047e-20
63 5.8920546047e-20
62 5.8920546047e-20
61 3.7377525095e-19
60 1.0034846608e-18
59 2.2629034804e-18
58 2.2629034804e-18
57 7.3005787589e-18
56 1.7375929316e-17
55 3.7526630430e-17
54 7.7828032658e-17
53 1.5843083711e-16
52 3.1963644603e-16
51 3.1963644603e-16
50 9.6445888168e-16
49 9.6445888168e-16
48 3.5437486243e-15
47 8.7023281095e-15
46 8.7023281095e-15
45 2.9336646050e-14
44 2.9336646050e-14
43 1.1187391781e-13
42 1.1187391781e-13
41 4.4202300487e-13
40 1.1023211790e-12
39 1.1023211790e-12
38 1.1023211790e-12
37 1.1023211790e-12
36 1.1667091965e-11
35 3.2796633536e-11
34 7.5055716679e-11
33 7.5055716679e-11
32 7.5055716679e-11
31 7.5055716679e-11
30 7.5120104696e-10
29 2.1034917075e-09
28 4.8080730287e-09
27 1.0217235671e-08
26 1.0217235671e-08
25 1.0217235671e-08
24 5.3490536809e-08
23 5.3490536809e-08
22 5.3490536809e-08
21 3.9967694591e-07
20 3.9967694591e-07
19 3.9967694591e-07
18 3.1691682188e-06
17 3.1691682188e-06
16 1.4247133310e-05
15 1.4247133310e-05
14 5.8558993676e-05
13 1.4718271441e-04
12 3.2443015587e-04
11 3.2443015587e-04
10 3.2443015587e-04
9 1.7424096876e-03
8 1.7424096876e-03
7 1.3086245941e-02
6 2.4430082195e-02
5 4.7117754702e-02
4 9.2493099716e-02
3 2.7399447977e-01
