100 0.0000000000e+00
99 0.0000000000e+00
98 0.0000000000e+00
97 0.0000000000e+00
96 0.0000000000e+00
95 0.0000000000e+00
94 0.0000000000e+00
93 0.0000000000e+00
92 0.0000000000e+00
91 0.0000000000e+00
90 0.0000000000e+00
89 0.0000000000e+00
88 0.0000000000e+00
87 0.0000000000e+00
86 0.0000000000e+00
85 0.0000000000e+00
84 0.0000000000e+00
83 0.0000000000e+00
82 0.0000000000e+00
81 0.0000000000e+00
80 0.0000000000e+00
79 0.0000000000e+00
78 0.0000000000e+00
77 0.0000000000e+00
76 0.0000000000e+00
75 0.0000000000e+00
74 0.0000000000e+00
73 0.0000000000e+00
72 0.0000000000e+00
71 0.0000000000e+00
70 0.0000000000e+00
69 0.0000000000e+00
68 0.0000000000e+00
67 0.0000000000e+00
66 0.0000000000e+00
65 0.0000000000e+00
64 0.0000000000e+00
63 0.0000000000e+00
62 0.0000000000e+00
61 0.0000000000e+00
60 0.0000000000e+00
59 0.0000000000e+00
58 0.0000000000e+00
57 0.0000000000e+00
56 0.0000000000e+00
55 0.0000000000e+00
54 0.0000000000e+00
53 0.0000000000e+00
52 0.0000000000e+00
51 3.2332816326e-16
50 9.6998448978e-16
49 9.6998448978e-16
48 3.5566097959e-15
47 8.7298604080e-15
46 8.7298604080e-15
45 2.9422862857e-14
44 2.9422862857e-14
43 1.1219487265e-13
42 1.1219487265e-13
41 4.4328291183e-13
40 1.1054589902e-12
39 1.1054589902e-12
38 1.1054589902e-12
37 1.1054589902e-12
36 1.1700276244e-11
35 3.2889910751e-11
34 7.5269179766e-11
33 7.5269179766e-11
32 7.5269179766e-11
31 7.5269179766e-11
30 7.5333748400e-10
29 2.1094740925e-09
28 4.8217473094e-09
27 1.0246293743e-08
26 1.0246293743e-08
25 1.0246293743e-08
24 5.3642665214e-08
23 5.3642665214e-08
22 5.3642665214e-08
21 4.0081363698e-07
20 4.0081363698e-07
19 4.0081363698e-07
18 3.1781814111e-06
17 3.1781814111e-06
16 1.4287652508e-05
15 1.4287652508e-05
14 5.8725536894e-05
13 1.4760130567e-04
12 3.2535284321e-04
11 3.2535284321e-04
10 3.2535284321e-04
9 1.7473651436e-03
8 4.5913897443e-03
7 1.0279438946e-02
6 2.1655537349e-02
5 4.4407734155e-02
4 8.9912127766e-02
3 2.7192970221e-01
